"metric","jurisdiction","date","value","previous_value","next_value","flag_decrease","flag_spike","flag_dip","flag_magnitude","flag_any","time_gap","anomaly_type"
"Forensic Profiles","Maryland",2009-08-01,4351,5052,5211,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Maryland",2010-02-01,5258,5296,5452,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Massachusetts",2001-11-01,131,246,207,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Massachusetts",2005-10-01,1614,1616,1614,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Massachusetts",2005-12-01,1497,1614,1497,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Massachusetts",2008-07-01,3173,3274,3442,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Massachusetts",2009-08-01,3173,4001,4201,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Michigan",2001-11-01,53,81,262,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Michigan",2008-07-01,7125,7160,7384,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Michigan",2009-08-01,7125,8338,8345,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Minnesota",2005-01-01,1619,1994,1619,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Minnesota",2008-07-01,3990,4090,4190,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Minnesota",2009-08-01,3990,4966,5231,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Mississippi",2008-07-01,201,206,221,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Mississippi",2009-08-01,201,315,347,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Missouri",2005-01-01,1999,3009,1999,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Missouri",2008-07-01,6680,6802,7082,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Missouri",2009-08-01,6680,8961,9749,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Montana",2008-07-01,212,214,227,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Montana",2009-08-01,212,293,308,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nebraska",2006-03-01,257,345,257,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nebraska",2008-07-01,438,440,453,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nebraska",2009-08-01,438,538,556,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nevada",2007-03-01,1240,1329,1397,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nevada",2008-07-01,2094,2156,2318,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Nevada",2009-08-01,2094,2902,3096,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Hampshire",2008-07-01,455,467,481,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Hampshire",2009-08-01,455,571,586,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Jersey",2008-07-01,5669,5785,6057,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Jersey",2009-08-01,5669,7555,7925,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Mexico",2007-05-01,1240,1252,1250,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Mexico",2008-07-01,1540,1598,1673,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New Mexico",2009-08-01,1540,2092,2189,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New York",2008-07-01,22173,22439,23119,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","New York",2009-08-01,22173,26713,28023,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","North Carolina",2005-01-01,1171,1476,1171,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","North Carolina",2008-07-01,3427,3483,3524,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","North Carolina",2009-08-01,3427,4022,4360,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","North Dakota",2009-08-01,216,311,335,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","North Dakota",2015-02-01,851,852,876,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2007-03-01,9501,10591,9672,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2007-06-01,9948,9963,10115,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2008-07-01,13992,14161,14591,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2009-08-01,13992,16678,17467,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2017-02-01,54606,54963,56672,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2018-07-01,63566,63938,66056,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Ohio",2021-08-01,82121,82181,83491,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oklahoma",2007-09-01,814,821,845,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oklahoma",2008-06-01,13992,918,964,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Spike"
"Forensic Profiles","Oklahoma",2008-07-01,964,13992,1042,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oklahoma",2009-08-01,964,1319,1450,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oregon",2005-01-01,2236,2244,2236,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oregon",2008-07-01,5161,5207,5262,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Oregon",2009-08-01,5161,5778,5959,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Pennsylvania",2005-01-01,2366,2542,2366,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Pennsylvania",2006-11-01,3801,3812,3872,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Pennsylvania",2008-07-01,5483,5584,5754,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Pennsylvania",2009-08-01,5483,7118,7575,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Rhode Island",2009-04-01,375,380,375,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Rhode Island",2009-08-01,323,376,385,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Rhode Island",2010-11-01,413,416,418,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Carolina",2003-06-01,75,402,507,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Dip"
"Forensic Profiles","South Carolina",2005-01-01,971,984,971,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Carolina",2008-07-01,3888,3953,4129,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Carolina",2009-08-01,3888,5117,5763,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Carolina",2010-10-01,3888,6794,7152,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Carolina",2016-03-01,13132,13242,14532,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","South Dakota",2009-08-01,198,263,275,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2005-01-01,1158,1199,1158,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2006-02-01,1461,1493,1491,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2006-05-01,1449,1491,1450,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2006-09-01,1385,1468,1386,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2006-12-01,1321,1386,1321,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2008-07-01,1998,2021,2070,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2009-03-01,2267,2269,2308,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2009-08-01,1998,2395,2563,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Tennessee",2012-08-01,3689,3828,3726,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Texas",2009-08-01,17674,21653,22929,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Texas",2017-02-01,63857,64580,64183,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Utah",2005-01-01,205,257,205,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Utah",2008-07-01,327,329,339,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Utah",2009-08-01,327,377,388,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Vermont",2008-07-01,216,221,232,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Vermont",2009-08-01,216,292,305,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Virginia",2005-01-01,3754,3788,3754,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Virginia",2008-07-01,8973,9095,9436,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Virginia",2009-08-01,8973,10765,11261,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Washington",2007-09-01,570,1317,599,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Washington",2008-07-01,1672,1698,1750,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Washington",2009-08-01,1672,2201,2335,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","West Virginia",2009-08-01,263,386,410,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","West Virginia",2013-03-01,738,770,789,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","West Virginia",2020-07-01,2601,2602,2704,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Wisconsin",2005-01-01,2092,2130,2092,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Wisconsin",2008-07-01,4642,4760,5121,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Wisconsin",2009-08-01,4642,6336,6701,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Wyoming",2009-08-01,81,144,161,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Puerto Rico",2011-08-01,33,143,33,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","Puerto Rico",2013-03-01,41,42,41,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/FBI Lab",2005-01-01,970,1756,970,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/FBI Lab",2008-07-01,1649,1689,1720,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/FBI Lab",2009-08-01,1649,1867,1905,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/Metro PD",2017-02-01,860,1086,860,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/Metro PD",2021-04-01,3387,3395,3386,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/Metro PD",2021-06-01,3386,3387,3385,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/Metro PD",2021-07-01,3385,3386,3385,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","DC/Metro PD",2021-10-01,3384,3385,3354,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","U.S. Army",2004-08-01,933,1008,938,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","U.S. Army",2004-10-01,922,938,922,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","U.S. Army",2005-01-01,576,922,576,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","U.S. Army",2005-06-01,633,634,641,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Forensic Profiles","U.S. Army",2005-09-01,591,661,595,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Alaska",2012-08-01,17679,17680,17679,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Alaska",2013-07-01,18779,18781,19919,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Arizona",2012-06-01,18715,18716,19379,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","California",2014-12-01,0,817240,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Arrestee Profiles","California",2015-01-01,0,0,569472,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Arrestee Profiles","Maryland",2019-03-01,40681,40695,40948,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Mississippi",2017-02-01,1819,1821,1903,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Mississippi",2018-01-01,2765,2766,3190,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Missouri",2013-04-01,15071,15140,15773,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","New Jersey",2013-08-01,489,490,954,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","New Jersey",2017-08-01,9729,9735,9730,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","New Jersey",2024-11-01,27067,27207,27467,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2012-07-01,7187,7202,7536,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2012-09-01,7508,7536,7452,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2012-11-01,7452,7508,7437,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2012-12-01,7437,7452,7431,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2013-01-01,7431,7437,7381,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2013-03-01,7381,7431,7366,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2013-04-01,7366,7381,10480,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2013-07-01,10469,10480,12365,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2013-12-01,16495,16565,19847,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2014-11-01,22057,22135,23120,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Carolina",2020-06-01,52347,52458,52963,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Dakota",2015-02-01,15144,15146,15602,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","North Dakota",2020-11-01,30958,30959,31348,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Ohio",2021-08-01,310930,319444,327715,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Oklahoma",2015-12-01,263,264,263,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Oklahoma",2020-10-01,7350,7352,8328,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Oklahoma",2021-02-01,8913,8987,9472,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Oklahoma",2021-07-01,9895,10105,10277,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Rhode Island",2020-07-01,447,708,456,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Rhode Island",2025-06-01,560,562,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","South Dakota",2017-03-01,33466,33467,33731,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2013-01-01,57476,57728,59583,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2013-06-01,59661,60052,58743,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2013-07-01,58743,59661,58241,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2013-08-01,58241,58743,59413,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2014-09-01,62531,62819,65005,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2015-02-01,72868,73048,76024,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2015-05-01,77032,77989,77032,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2015-11-01,79612,80416,82350,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2016-01-01,82158,82350,83349,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2016-12-01,97538,97873,101291,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2017-08-01,103361,103495,104226,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2018-01-01,109090,109252,113113,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2019-02-01,122679,123043,122522,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2019-03-01,122522,122679,124858,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2019-05-01,124724,124858,127074,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2020-09-01,136420,136577,136697,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2020-11-01,136641,136697,138866,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2021-02-01,139674,139707,141288,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Tennessee",2021-08-01,143695,143904,145111,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Utah",2017-07-01,8107,8108,8107,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Vermont",2014-08-01,0,175,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2012-06-01,5749,5987,5570,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2012-07-01,5570,5749,5451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2012-08-01,5451,5570,5438,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
