"metric","jurisdiction","date","value","previous_value","next_value","flag_decrease","flag_spike","flag_dip","flag_magnitude","flag_any","time_gap","anomaly_type"
"Arrestee Profiles","Virginia",2012-09-01,5438,5451,4941,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2012-11-01,4941,5438,5076,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2013-01-01,4583,5076,4191,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2013-03-01,4191,4583,4101,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2013-04-01,4101,4191,4120,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2013-11-01,4316,4401,4232,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2013-12-01,4232,4316,4257,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2014-12-01,4499,4635,4497,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2015-01-01,4497,4499,4430,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2015-02-01,4430,4497,4455,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2015-05-01,4182,4524,4100,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2015-06-01,4100,4182,4088,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2015-09-01,4088,4100,4090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2016-01-01,4051,4113,4091,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2016-03-01,4056,4091,4313,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2016-12-01,4293,4313,4368,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2017-04-01,4407,4409,4414,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2017-12-01,4589,4638,4606,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-03-01,4532,4606,4510,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-04-01,4510,4532,4488,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-05-01,4488,4510,4490,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-09-01,3967,4490,3935,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-10-01,3935,3967,3920,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2018-12-01,3920,3935,3888,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2019-01-01,3888,3920,3887,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2019-02-01,3887,3888,3851,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2019-03-01,3851,3887,3877,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2019-05-01,3873,3877,3888,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2019-08-01,3824,3888,3839,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2020-01-01,3853,3969,3879,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2020-03-01,3839,3879,4023,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2020-10-01,4316,4344,4275,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2020-11-01,4275,4316,4254,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2020-12-01,4254,4275,4251,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2021-01-01,4251,4254,4258,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2021-07-01,4317,4368,4325,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2025-03-01,3590,3840,3585,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2025-04-01,3585,3590,3527,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Virginia",2025-06-01,3527,3585,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Arrestee Profiles","Wisconsin",2019-10-01,15748,15749,15989,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alabama",2008-07-01,2101,2127,2154,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alabama",2008-11-01,2234,2404,2265,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alabama",2009-08-01,2101,2641,2828,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alaska",2008-07-01,214,226,226,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alaska",2008-11-01,228,230,228,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Alaska",2009-08-01,214,255,262,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Arizona",2001-12-01,46,47,97,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Arizona",2008-07-01,2119,2150,2245,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Arizona",2009-08-01,2119,3023,3205,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Arkansas",2008-11-01,505,548,505,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Arkansas",2009-08-01,432,678,843,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","California",2008-07-01,6531,6743,7160,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","California",2009-08-01,6531,7814,7814,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","California",2024-10-01,1304657,123147,131279,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Magnitude Outlier"
"Investigations Aided","Colorado",2009-08-01,860,1196,1465,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Connecticut",2009-08-01,685,907,907,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Delaware",2009-08-01,9,10,10,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Delaware",2015-09-01,91,93,93,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Delaware",2023-08-01,381,2711,395,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Dip"
"Investigations Aided","Delaware",2024-02-01,395,381,3145,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Dip"
"Investigations Aided","Delaware",2025-01-01,425,3156,431,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Florida",2009-08-01,7816,9973,10862,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Georgia",2009-08-01,1404,2356,2487,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Hawaii",2009-08-01,27,78,95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Hawaii",2018-03-01,543,587,553,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Idaho",2009-08-01,7,8,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Illinois",2008-07-01,6957,7130,7531,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Illinois",2009-08-01,6957,9245,9961,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Indiana",2007-09-01,807,6720,870,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Indiana",2008-07-01,1011,1044,1066,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Indiana",2008-11-01,1187,1218,1224,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Indiana",2009-08-01,1011,1372,1436,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Iowa",2008-07-01,342,344,377,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Iowa",2009-08-01,342,479,541,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Iowa",2018-03-01,2366,2410,2391,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Kansas",2008-07-01,674,733,701,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Kansas",2009-08-01,674,789,867,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Kentucky",2008-07-01,345,350,351,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Kentucky",2009-08-01,345,412,433,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Louisiana",2009-08-01,698,1139,1377,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Maine",2008-07-01,61,62,62,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Maine",2009-08-01,61,71,71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Maine",2018-03-01,117,203,122,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Maryland",2008-07-01,998,1027,1119,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Maryland",2009-08-01,998,1429,1541,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Massachusetts",2001-09-01,14,0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"Spike"
"Investigations Aided","Massachusetts",2001-11-01,0,14,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Massachusetts",2002-02-01,0,0,86,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Massachusetts",2008-07-01,877,926,957,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Massachusetts",2008-11-01,1001,1017,1024,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Massachusetts",2009-08-01,877,1135,1209,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Michigan",2008-07-01,2680,2713,2810,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Michigan",2009-08-01,2680,3264,3433,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Minnesota",2007-07-01,791,1009,791,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Minnesota",2008-07-01,1050,1120,1161,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Minnesota",2009-08-01,1050,1440,1534,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Mississippi",2008-07-01,35,50,54,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Mississippi",2008-11-01,61,68,65,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Mississippi",2009-08-01,35,99,105,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Mississippi",2018-03-01,628,662,642,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Missouri",2008-07-01,2428,2484,2633,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Missouri",2009-08-01,2428,3502,3932,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Montana",2009-08-01,25,55,61,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Montana",2018-03-01,245,249,245,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Nevada",2008-07-01,558,578,624,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Nevada",2009-08-01,558,934,988,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New Hampshire",2009-08-01,23,31,35,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New Jersey",2008-07-01,2022,2094,2179,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New Jersey",2009-08-01,2022,2763,3036,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New Mexico",2008-07-01,744,763,780,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New Mexico",2009-08-01,744,965,1003,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New York",2005-02-01,2821,4367,2915,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New York",2008-07-01,6188,6349,6613,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","New York",2009-08-01,6188,8236,8915,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Carolina",2008-07-01,825,867,867,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Carolina",2009-08-01,825,1050,1192,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Dakota",2007-05-01,13,14,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Dakota",2008-07-01,30,34,32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Dakota",2008-11-01,33,34,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","North Dakota",2009-08-01,30,54,65,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Ohio",2006-07-01,312095,2095,2489,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"Spike"
"Investigations Aided","Ohio",2008-11-01,4592,4595,4592,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Ohio",2009-08-01,4317,4838,5116,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Oklahoma",2008-06-01,4317,215,215,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"Spike"
"Investigations Aided","Oklahoma",2018-03-01,3188,3374,3212,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Oregon",2008-07-01,1902,1954,2083,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Oregon",2009-08-01,1902,2374,2509,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Pennsylvania",2008-07-01,2158,2186,2219,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Pennsylvania",2009-08-01,2158,2740,2898,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Rhode Island",2009-08-01,6,26,38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Rhode Island",2012-12-01,126,129,126,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Carolina",2004-04-01,73,75,74,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Carolina",2005-07-01,0,192,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Carolina",2008-07-01,1504,1568,1646,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Carolina",2009-08-01,1504,2110,2315,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Carolina",2010-10-01,1504,2809,3045,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Dakota",2008-07-01,19,22,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Dakota",2008-11-01,21,23,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","South Dakota",2009-08-01,19,34,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Tennessee",2004-04-01,60,65,60,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Tennessee",2008-07-01,206,217,217,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Tennessee",2009-08-01,206,260,279,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Texas",2008-07-01,2433,2511,2433,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Texas",2009-08-01,2433,4327,4988,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Utah",2009-08-01,49,51,51,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Utah",2018-03-01,113,114,114,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Vermont",2009-07-01,57,43,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Spike"
"Investigations Aided","Vermont",2009-08-01,0,57,61,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Vermont",2018-03-01,436,445,436,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Virginia",2008-07-01,4659,4723,4865,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Virginia",2009-08-01,4659,5364,5535,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Washington",2008-07-01,550,562,590,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Washington",2009-08-01,550,788,859,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","West Virginia",2009-12-01,11,17,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","West Virginia",2018-03-01,416,485,416,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Wisconsin",2008-07-01,1384,1434,1551,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Wisconsin",2008-11-01,1641,1653,1735,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Wisconsin",2009-08-01,1384,2011,2090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Wisconsin",2009-11-01,2090,1384,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Spike"
"Investigations Aided","Wisconsin",2009-12-01,17,2090,2267,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Wyoming",2004-09-01,0,5,5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Dip"
"Investigations Aided","Wyoming",2009-08-01,8,11,11,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","Puerto Rico",2018-03-01,46,102,46,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/FBI Lab",2004-04-01,41,146,43,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/FBI Lab",2008-07-01,250,253,264,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/FBI Lab",2009-08-01,250,308,320,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/FBI Lab",2018-07-01,1716,1720,1736,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/FBI Lab",2021-07-01,967,2403,969,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","DC/Metro PD",2021-07-01,306,965,310,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"Investigations Aided","U.S. Army",2004-04-01,19,71,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Decrease"
"NDIS Labs","Oklahoma",2008-06-01,11,3,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Spike"
